CoverageID,MaterialID,Domain,Status,Manufacturer count,Finding
C00675,M062,Mechanical,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C00676,M062,Thermal,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C00677,M062,Moisture / environmental,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C00678,M062,Post-processing / application,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C00679,M062,Canadian price,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C00680,M062,Sparse properties,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C00681,M062,Comparability,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C00684,M063,Print setup,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00685,M063,Mechanical,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00686,M063,Thermal,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00687,M063,Moisture / environmental,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00688,M063,Post-processing / application,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00689,M063,Canadian price,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00690,M063,Sparse properties,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00691,M063,Comparability,Not applicable,Not applicable,"Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C00694,M064,Print setup,Superseded,Not applicable,"Superseded by C01187 (2026-09-14; was ""Evidence recorded""): Published nozzle and bed profile available; check other setup fields individually."
C00697,M064,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00698,M064,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00699,M064,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00700,M064,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00701,M064,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00706,M065,Thermal,Partially resolved,Not applicable,"Only a crystallization temperature (180.3 °C, V001237) is published. No HDT, glass transition, Vicat or melting value."
C00707,M065,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00708,M065,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00709,M065,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00710,M065,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00711,M065,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00717,M066,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00718,M066,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00719,M066,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00720,M066,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00721,M066,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00728,M067,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00730,M067,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00731,M067,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00735,M068,Mechanical,Evidence recorded,Not applicable,"Fiberon PET-GF15 printed XY and Z tensile, flexural and Charpy values recorded; all specimens annealed 120 °C for 16 h before testing."
C00736,M068,Thermal,Evidence recorded,Not applicable,"Fiberon PET-GF15 HDT at 0.45 MPa is published as printed (81.6 °C) and annealed (133.7 °C); recorded as separate measurements, and the headline is the as-printed value."
C00737,M068,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00738,M068,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00739,M068,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00740,M068,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00746,M069,Moisture / environmental,Gap,Not applicable,"No exposure, solubility or moisture record from this material's own sources. Records cited for its family are context, not evidence for this grade."
C00747,M069,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00748,M069,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00749,M069,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00750,M069,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00751,M069,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00758,M070,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00760,M070,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00761,M070,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00767,M071,Moisture / environmental,Superseded,Not applicable,"Superseded by C01214 (2026-09-17; was ""Gap""): No exposure, solubility or moisture record from this material's own sources. Records cited for its family are context, not evidence for this grade."
C00768,M071,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00769,M071,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00770,M071,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00771,M071,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00777,M072,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00778,M072,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00779,M072,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00780,M072,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00781,M072,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00788,M073,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00790,M073,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00791,M073,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00797,M074,Moisture / environmental,Gap,Not applicable,"No exposure, solubility or moisture record from this material's own sources. Records cited for its family are context, not evidence for this grade."
C00798,M074,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00799,M074,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00800,M074,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00801,M074,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00805,M075,Mechanical,Superseded,Not applicable,"Superseded by C01225 (2026-09-19; was ""Gap""): Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution."
C00808,M075,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00810,M075,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00811,M075,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00812,M075,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00818,M076,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00819,M076,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00820,M076,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00821,M076,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00822,M076,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00823,M076,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00826,M077,Print setup,Evidence recorded,Not applicable,"Exact grade-specific nozzle, bed, chamber, drying, cooling, speed, overhang and bridging guidance recorded from the Bambu TDS."
C00827,M077,Mechanical,Superseded,Not applicable,"Superseded by C01112 (2026-09-14; was ""Gap""): Exact TDS reviewed; every mechanical field is explicitly N/A. No adjacent-product values substituted."
C00828,M077,Thermal,Evidence recorded,Not applicable,"Melting temperature recorded; Tg, crystallization, Vicat and HDT are explicitly N/A in the exact TDS."
C00829,M077,Moisture / environmental,Evidence recorded,Not applicable,"Storage humidity, water absorption, stability and qualitative chemical-resistance statements recorded from the exact TDS."
C00830,M077,Post-processing / application,Evidence recorded,Not applicable,Support-interface purpose and pairing limitation recorded from official Bambu evidence.
C00831,M077,Canadian price,Superseded,Not applicable,"Superseded by C01116 (2026-09-14; was ""Gap""): Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution."
C00832,M077,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00833,M077,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00837,M078,Mechanical,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00840,M078,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00842,M078,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00843,M078,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00844,M078,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00848,M079,Mechanical,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00851,M079,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00853,M079,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00854,M079,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00855,M079,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00859,M080,Mechanical,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00862,M080,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00863,M080,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00864,M080,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00865,M080,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00866,M080,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00873,M081,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00875,M081,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00876,M081,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00879,M082,Print setup,Evidence recorded,Not applicable,iSANMATE PP recommends a 240-260 °C nozzle (recovered 2026-09-13 from the hash-matched TDS) and a 40-60 °C bed (P0104). No chamber temperature is published. HyperLite PP is filed as PP Lightweight since 2026-09-15.
C00882,M082,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00883,M082,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00884,M082,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00885,M082,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00886,M082,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00892,M083,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00893,M083,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00894,M083,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00895,M083,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00896,M083,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00899,M084,Print setup,Partially resolved,Not applicable,"FibreX PP+GF30 publishes only its printed-specimen conditions, 265 °C nozzle and 85 °C bed (P0106), recorded 2026-09-13. No recommended window."
C00902,M084,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00903,M084,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00904,M084,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00905,M084,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00906,M084,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00911,M085,Thermal,Superseded,Not applicable,"Superseded by C01207 (2026-09-16; was ""Gap""): Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution."
C00912,M085,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00913,M085,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00914,M085,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00915,M085,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00916,M085,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00917,M085,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00924,M086,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00925,M086,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00926,M086,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00927,M086,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00930,M087,Print setup,Evidence recorded,Not applicable,"purefil POM: nozzle 190-210 °C, bed 120-150 °C (P0109). Tarfuse POM: nozzle 210-240 °C, bed 100-130 °C, build chamber 70-140 °C, recorded 2026-09-13."
C00931,M087,Mechanical,Evidence recorded,Not applicable,"Tarfuse POM printed XY tensile strength, modulus and elongation are the headlines (preliminary TDS; XZ and ZX not yet tested). Delrin 100P NC010 moulded values (G087-R1) are a resin reference."
C00932,M087,Thermal,Superseded,Not applicable,"Superseded by C01209 (2026-09-16; was ""Evidence recorded""): Tarfuse POM: melting point 165-170 °C, Tg -50 °C; no HDT published. Delrin 100P NC010 resin reference: HDT 160 °C at 0.45 MPa and 93 °C at 1.80 MPa, moulded."
C00934,M087,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00935,M087,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00936,M087,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00937,M087,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C00943,M088,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00944,M088,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00946,M088,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00947,M088,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00950,M089,Print setup,Evidence recorded,Not applicable,Fillamentum CPE HG100 printing guide recorded as P0165; heated chamber / enclosure not needed.
C00951,M089,Mechanical,Limited comparability,Not applicable,"CPE HG100 TDS values recorded 2026-09-13. Specimen form and orientation are not published, so tensile values are related evidence only; density is the only mechanical headline."
C00952,M089,Thermal,Evidence recorded,Not applicable,"HDT 80 °C at 0.455 MPa (ASTM D648) recorded as the headline. The TDS labels 90 °C a glass transition under ASTM D1525, the Vicat method; kept under its own label."
C00954,M089,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00955,M089,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00956,M089,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00959,M090,Print setup,Superseded,Not applicable,"Superseded by C01135 (2026-09-14; was ""Evidence recorded""): Published nozzle and bed profile available; check other setup fields individually."
C00963,M090,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00964,M090,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00965,M090,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00966,M090,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C00969,M091,Print setup,Evidence recorded,Not applicable,Panchroma CoPE printing guidance recorded as P0163; closure chamber not needed.
C00970,M091,Mechanical,Partially resolved,Not applicable,"Printed XY modulus and strength, Z strength and notched Charpy recorded from the Panchroma TDS V2.1. The elongation of 10.5 ± 3.8% cited from the CoPE TDS V5.4 could not be retrieved (HTTP 404) and was not entered."
C00971,M091,Thermal,Partially resolved,Not applicable,"Vicat 66 °C recorded. HDT is not published, and Vicat is not substituted for it."
C00972,M091,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00973,M091,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00974,M091,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00975,M091,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00978,M092,Print setup,Evidence recorded,Not applicable,colorFabb nGen TDS v2.0 print guideline recorded as P0167.
C00979,M092,Mechanical,Evidence recorded,Not applicable,"Printed XY modulus, strength, elongation and notched Charpy from TDS v2.0 are headlines. Injection-moulded raw-material values are recorded separately and never headlines."
C00980,M092,Thermal,Limited comparability,Not applicable,HDT 71 °C at 0.455 MPa is raw-material supplier data per the TDS footnote and is not a headline.
C00981,M092,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00982,M092,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00983,M092,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00984,M092,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00991,M093,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C00992,M093,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C00993,M093,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C00994,M093,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01001,M094,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01002,M094,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01003,M094,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01004,M094,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01011,M095,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01012,M095,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01013,M095,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01014,M095,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01020,M096,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01021,M096,Post-processing / application,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01022,M096,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01023,M096,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01024,M096,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
