CoverageID,MaterialID,Domain,Status,Manufacturer count,Finding
C01063,M100,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01064,M100,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C01070,M101,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01071,M101,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01072,M101,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01073,M101,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01074,M101,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01081,M102,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01082,M102,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01083,M102,Print setup,Evidence recorded,Not applicable,Published nozzle and bed profile available; check other setup fields individually.
C01084,M102,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01085,M102,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
C01086,M102,Moisture / environmental,Evidence recorded,Not applicable,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.
C01190,M103,Identity,Evidence recorded,Not applicable,Original canonical entry retained once; aliases and disputed entries are visible.
C01191,M103,H2C status,Evidence recorded,Not applicable,Status explicitly recorded; generic inclusion is not automatic grade or route approval.
C01193,M103,Mechanical,Evidence recorded,Not applicable,"See specimen, direction, moisture, preparation and standard before comparing."
C01194,M103,Thermal,Evidence recorded,Not applicable,"HDT, Tg and Vicat are not continuous-service ratings."
