Batch,MeasurementID,SourceID,Property,Verdict,Note,By,Resolution
b16,V008097,R-QIDI-ASA,Tensile yield strength,disagrees: standard,"Value 38.5 ± 1.60 MPa and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 527 for this block: ""拉伸屈服强度（X-Y）38.5±1.60 MPa / 屈服伸长率（X-Y）2.38±0.23 % / 杨氏模量（X-Y）ISO 527 2317±246.0 MPa / 拉伸断裂强度（X-Y）32.23±1.13 MPa"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet only the Young's-modulus row kept it, and V008103 on the same page has ISO 527 for the same reason. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008139,R-QIDI-PETG-TOUGH,Flexural modulus,disagrees: standard,"Value 1895.07 ± 36.19 MPa and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 178 for this block: ""弯曲强度（X-Y）71.40±0.74 MPa / ISO 178 / 弯曲模量（X-Y）1895.07±36.19 MPa"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet the designation sits between the two flexural rows. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008105,R-QIDI-ASA,Flexural strength,disagrees: standard,"Value 64.49 ± 1.3 MPa and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 178 for this block: ""弯曲强度（X-Y）64.49±1.3 MPa / ISO 178 / 弯曲模量（X-Y）2399±147 MPa"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet the designation sits between the two flexural rows. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008132,R-QIDI-PETG-TOUGH,Elongation at yield,disagrees: standard,"Value 4.19 ± 0.06 % and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 527 for this block: ""拉伸屈服强度（X-Y）44.23 ± 0.64 MPa / 屈服伸长率（X-Y）4.19 ± 0.06 % / ... / 断裂伸长率（X-Y）ISO 527 14.04 ± 7.77 %"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet only the break-elongation row kept it. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008122,R-QIDI-PLA-CF,Charpy strength,disagrees: condition,"The row records Notch ""Unnotched"". The sheet prints ""缺口冲击强度 （X-Y） 6.65±0.38 KJ/㎡ Charpy impact strength ISO 179"" - 缺口冲击强度 is notched impact strength, so the recorded notch state is the opposite of the document. This is not one row: all seven QIDI Charpy records in the table are ""Unnotched"" (V008043, V008063, V008074, V008084, V008107, V008122, V008159) and five of their own Locators still carry the characters 缺口.",claude-second-read,"corrected by m119-a-notch-is-what-the-row-says, m128-specimens-the-sheet-states"
b16,V008119,R-QIDI-PLA-CF,Elongation at break,disagrees: standard,"Value 4.90 ± 0.97 % and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 527 for this block: ""拉伸强度（X-Y）54.92±0.22 MPa / 拉伸模量（X-Y）ISO 527 4020.55±99.11 MPa / 断裂伸长率（X-Y）4.90±0.97 %"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet only the modulus row kept it. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008037,R-QIDI-ABS-GF25,Tensile modulus,disagrees: standard,"Value 3752.13 ± 68.39 MPa and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 527 for this block: ""拉伸断裂强度（X-Y）48.48±0.61 MPa / 断裂伸长率（X-Y）ISO 527 2.10±0.10 % / 杨氏模量（X-Y）3752.13±68.39 MPa"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet only the elongation row kept it. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008053,R-QIDI-ODORLESS-ABS,Tensile yield strength,disagrees: standard,"Value 38.96 ± 0.33 MPa and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 527 for this block: ""拉伸屈服强度 Tensile yield strength（X-Y）38.96±0.33 MPa / 拉伸屈服伸长率 ISO 527 Tensile Yield elongation（X-Y）2.32±0.02 % / 拉伸模量 Young's Modulus 2384.22±20.0 MPa"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet only the yield-elongation row kept it. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008073,R-QIDI-ASA-AERO,Flexural modulus,disagrees: standard,"Value 544.92 ± 74.44 MPa and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 178 for this block: ""弯曲强度（X-Y）ISO 178 14.31±1.66 MPa / 弯曲模量（X-Y）544.92±74.44 MPa"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet the bending-strength row kept ISO 178 and the bending-modulus row did not. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008049,R-QIDI-ODORLESS-ABS,Melt mass-flow rate,disagrees: condition,"Value 7.8 g/10min is right, but the melt-flow condition is gone. The sheet prints ""熔融指数 250°C，2.16kg 7.8 g/10min Melt index""; Standard / load and Test temperature both read ""Not published"". QIDI states the condition on every melt-index row and the same batch kept it on the ToughPETG sheet (V008128, ""220℃,2.16kg"", Test temperature 220°C). Without it the number is not comparable.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b16,V008061,R-QIDI-ODORLESS-ABS,Flexural strength,disagrees: standard,"Value 67.81 ± 0.54 MPa and Direction X-Y are right, but Standards and Standard / load read ""Not published"". QIDI prints the Testing-method column as one merged cell spanning a block of rows, and the sheet names ISO 178 for this block: ""弯曲强度 Bending strength（X-Y）67.81±0.54 MPa / ISO 178 / 弯曲模量 Bending Modulus（X-Y）2400±79.69 MPa"". Extraction puts the designation on the single line whose position it matched, which is why some rows of the same block carry it and some do not - on this very sheet the designation sits between the two flexural rows. The sheet does name a standard for this row.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b18,V008343,S-SPECTRUM-EN-TDS-Spectrum-PLA-Pro-2,Izod impact strength,disagrees: condition,"Value 160 J/m, ASTM D256 and the notch are right, but every condition the sheet states for this table is missing. The table is headed ""Mechanical Properties*"" and the sheet's footnote reads ""* 3D printed at 100% infill and annealed at 110°C/20 min, XY axis"". The row holds Specimen type ""Not published (do not assume printed)"", Post-processing ""Not published"" / not-stated, Anneal °C and Anneal h ""Not applicable"", Direction ""Not applicable"" and Specimen / print parameters ""Not published"" - it says the sheet establishes none of it. All nine mechanical and thermal rows taken from this document (V008339-V008346) are recorded the same way, so this is the whole sheet, not one row.",claude-second-read,corrected by m129-annealing-the-sheet-states
b18,V008376,S-PVB-technisches-datenblatt,Tensile modulus,disagrees: standard,"The value 3.8 GPa is printed, but the row calls it a Tensile modulus measured to ASTM D790, and D790 is the flexural test. The sheet prints two modulus rows and has its labels crossed: ""Modulus of flexibility D882 - GPa 3.6"" and ""Modulus of elasticity D790 - GPa 3.8"". The same reader took the other D790 row of this sheet as a flexural property (""Bending strength D790 - MPa 83"" -> V008375 Flexural strength). Whether 3.8 GPa is this filament's tensile or flexural modulus is not settled by the document, and the row states one of them as fact.",claude-second-read,corrected: the row now records ASTM D790
b19,V008940,R-3DJAKE-3DJAKE-ASAx-CF-Technical-Data,Flexural modulus,disagrees: condition,"Value 2900 MPa and ISO 178 are right, but the row does not say which column it came from. This sheet prints two: ""Properties | FDM H | Injection | Method"", and the tensile and impact rows carry two numbers each (""Tensile strength 26 36 MPa ISO 527"", ""Izod Impact strength notched 2,6 7,1 kJ/m² ISO 180""). The flexural rows print one number and nothing in the row - Specimen type ""Not published (do not assume printed)"", no note - records whether it is the FDM or the injection-moulded figure. The sheet prints two specimen populations and the record keeps neither.",claude-second-read,corrected by m128-specimens-the-sheet-states
b19,V008784,R-3DJAKE-3DJAKE-15-TDS-Hyper-RFID-PLA-EN,Impact strength,disagrees: condition,"Value 17.586 kJ/m2 and Direction X-Y are right, but Notch reads ""Notched"" and the sheet does not say so: ""Charpy impact strength (X-Y) ASTM D256 (ISO 179, GB/T 1043) 17.586 (kJ/m2)"" - no notch is named, and ISO 179 covers both eA and eU. 17.6 kJ/m2 is an unnotched-range figure for a PLA (notched PLA is 2-5). The same maker's other sheet in this batch prints the same unqualified label and was read the other way (V009036, ""Unnotched""), so one of the two is wrong and neither is printed.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b19,V008986,R-MATTERHACKERS-PRO-SERIES-ri8LR8,Surface resistivity,disagrees: number,"The number is wrong by seven orders of magnitude. The sheet prints ""Surface Resistance: 10^7 – 10^9 Ω/sq ASTM D257"", and the row records Raw numeric 7 with Raw value ""7-10^9 Ω"", Normalized ""7 Ω"" and an upper bound of 1000000000 Ω - the ""10^"" was left behind in Standard / load and the exponent 7 became the value. The lower bound the sheet publishes is 10^7 = 10 000 000 Ω. The sheet's unit is Ω/sq (per square) and the row records Ω. Its Locator, ""p. 1: Surface Resistance: 10^"", shows where the line broke. The repo reads the same notation correctly elsewhere (V006390, V006479, ""10^12 Ω"" -> 1000000000000).",claude-second-read,corrected by m104
b19,V008885,R-FILAMENT2PRINT-PEEK-EV-Nat,Melting temperature,disagrees: standard,"Value 343 °C is right, but Standards and Standard / load both read ""Not published"". The sheet names the norm in its own ""norm"" column on that line: ""Melting temperature 343 °C DIN EN ISO 11357 2)"". ISO 11357 is in the repo vocabulary and 91 melting-temperature rows carry it.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b19,V008803,R-3DJAKE-3DJAKE-TDS-ecoPLA-Sparkling-0,Tensile modulus,disagrees: condition,"Value 475,737 MPa is transcribed faithfully, but Specimen type reads ""Raw material value"", which is a moulded specimen, and this sheet says the opposite in its own title: ""Technical Data Sheet (Printed, non-injection molded)"". (Separately: 475,737 MPa read as 475.737 MPa gives a PLA tensile modulus of 0.48 GPa, against 2.5-3.8 GPa for the polymer; the reading of the comma matches the rest of the sheet, but Data status is ""Published value"" where the repo would use ""Published value (physically implausible)"".)",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b19,V008886,R-FILAMENT2PRINT-PEEK-EV-Nat,HDT,disagrees: standard,"Value 162 °C is right, but the standard and the load are both gone. The sheet prints ""Deflection temperature HDT-A 162 °C ISO-R 75 Method A 3)""; Standards, Standard / load and Test load MPa all read ""Not published"". ISO 75 is in the repo vocabulary, and Method A under ISO 75 is the 1.8 MPa load, which the repo records from a method letter elsewhere (V002534 ""Method A"" -> 1.8).",claude-second-read,corrected by m111
b19,V008888,R-FILAMENT2PRINT-PEEK-EV-Nat,Melt volume-flow rate,disagrees: standard,"Value 12 cm3/10 min is right, but the standard and the melt-flow condition are both gone. The sheet prints ""380°C / 5kg DIN EN ISO 1133 3) MVR 12 cm³/10 min""; Standards, Standard / load and Test temperature all read ""Not published"". ISO 1133 is in the repo vocabulary.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b19,V009036,R-3DJAKE-3DJAKE-14-TDS-hyper-PLA-CF-EN,Charpy strength,disagrees: condition,"Value 5.08 kJ/m2 and Direction Z are right, but Notch reads ""Unnotched"" and the sheet does not say so: ""Charpy impact strength（Z）ISO 179, GB/T 1043 5.08 (kJ/m2)"" - no notch is named. The same maker's Hyper-PLA RFID sheet prints the same unqualified label and was read as ""Notched"" (V008784). One of the two is wrong and neither is printed.",claude-second-read,corrected by m119-a-notch-is-what-the-row-says
b19,V008999,R-3DJAKE-3DJAKE-TDS-PETG-23-12,Flexural modulus,disagrees: condition,"Value 2150 MPa and ISO 178 are right, but the row does not say which column it came from. This sheet prints two: ""Properties | FDM H | Injection | Method"", and the tensile and impact rows carry two numbers each (""Tensile strength 48 50 MPa ISO 527"", ""Izod Impact strength notched 3 3,5 kJ/m² ISO 180""). The flexural rows print one number and nothing in the row - Specimen type ""Not published (do not assume printed)"", no note - records whether it is the FDM or the injection-moulded figure. The sheet prints two specimen populations and the record keeps neither.",claude-second-read,corrected by m128-specimens-the-sheet-states
b19,V008835,R-3DJAKE-3DJAKE-c9047f-87fad94441284d8b9a04976ae0a5e874,Surface resistivity,disagrees: number,"The number is wrong by seven orders of magnitude. The sheet prints ""Surface resistivity 10^7 - 10^9 Ω internal"", and the row records Raw numeric 7 with Raw value ""7-10^9 Ω"", Normalized ""7 Ω"" and an upper bound of 1000000000 Ω - the ""10^"" was left behind in Standard / load and the exponent 7 became the value. The lower bound the sheet publishes is 10^7 = 10 000 000 Ω. Its Locator, ""p. 1: Surface resistivity 10^"", shows where the line broke. The repo reads the same notation correctly elsewhere (V006390, V006479, ""10^12 Ω"" -> 1000000000000).",claude-second-read,corrected by m104
b19,V009043,R-3DJAKE-3DJAKE-TDS-ecoPLA-v1-4,Melting temperature,disagrees: standard,"Value 155 °C is right, but Standards and Standard / load read ""Not published"". The sheet names the method in its Test method column on that line: ""Melting temperature 155 °C DSC"". DSC is a value of the repo vocabulary and 72 melting-temperature rows carry it.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b20,V009167,D-SIRAYA-siraya-tech-fibreheart-flex-tpu-85a-tds,Tensile break strength,disagrees: condition,"Value 24 ± 3.0 MPa and ISO 527 are right, but Direction is ""Unstated"" and the sheet prints it in its own ""Processed"" column on that row: ""Tensile Stress at Break (MPa) 24± 3.0 MPa ISO 527 Tested on X/Y axis"". The same column marks the elongation row the same way.",claude-second-read,retired: Retired duplicate record
b20,V009306,R-ERYONE-eryone-pla-lite-tds,Tensile modulus,disagrees: condition,"Value 603.4 MPa, Direction X-Z and GB/T 1040 are right, but Specimen type is ""Not published (do not assume printed)"" and the sheet says what the specimens are in the heading of the table itself: ""Part III: Mechanical Properties of Printed Samples"", with the note below it ""All splines are printed under the following conditions: printing temperature=220 °C, printing speed=100mm/s, base plate 55° C, filling=100%, nozzle diameter=0.4mm"". Specimen / print parameters is ""Not published"" too.",claude-second-read,corrected by m128-specimens-the-sheet-states
b20,V009310,R-ERYONE-eryone-pla-lite-tds,Impact strength,disagrees: condition,"Value 3.7 kJ/m2 is right, but Notch reads ""Unnotched"" and the sheet does not say so: ""Charpy Impact strenght GB/T 1843 kJ/m2 2.75J 3.7"" names the hammer energy and the standard, not a notch. 3.7 kJ/m2 is a notched-range figure for a PLA. The same table is headed ""Mechanical Properties of Printed Samples"", and Specimen type reads ""Not published (do not assume printed)"".",claude-second-read,"corrected by m119-a-notch-is-what-the-row-says, m128-specimens-the-sheet-states"
b20,V009244,R-COLORFABB-TDS-E-ColorFabb-SteelFill,Izod impact strength,disagrees: condition,"The row records Notch ""Unnotched"". The sheet prints ""Izod Impact Strength Izod Notch, ISO 180 4,5 kJ/m2"" in its ""Mechanical Properties - Injection Molded*"" table - Izod Notch is notched. The recorded notch state is the opposite of the document. colorFabb uses this template across its range and the same mis-reading is on V009462 (PLA/PHA, ""Charpy Impact Charpy Notch, ISO 179 2.8 kJ/m2"" -> Unnotched).",claude-second-read,corrected by m119-a-notch-is-what-the-row-says
b20,V009194,R-FILAMENT2PRINT-Other-3b8e77,Elongation at yield,disagrees: condition,"Value 2,6 % is printed, but the standard and the orientation are both gone. The sheet prints ""Elongation at yield (tensile test) 5mm/min, Orientation XY 2,6 % DIN EN ISO 527-2 7)""; Standards and Standard / load read ""Not published"" and Direction reads ""Unstated"". The sheet gives three orientations for this property (XY 2,6 / XZ 2,6 / ZX 3,7), so the orientation is what says which row this is - and with XY and XZ both 2,6, the record cannot be resolved to one line at all.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b20,V009199,R-FILAMENT2PRINT-Other-3b8e77,Glass transition temperature,disagrees: standard,"Value 143 °C is right, but Standards and Standard / load read ""Not published"". The sheet names the norm in its own ""norm"" column on that line: ""Glass transition temperature 143 °C ASTM D 3418 1)"". ASTM D3418 is in the repo vocabulary and 26 glass-transition rows carry it. (The sibling row of the same sheet, V009200 Melting temperature, did keep its ISO 11357.)",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b20,V009221,R-NANOVIA-PLA-XRS,Charpy strength,disagrees: condition,"The row records Notch ""Notched"" for the 12 kJ/m2 value, and the sheet calls that value unnotched. It prints two rows whose labels and suffixes disagree with each other: ""Charpy notched 1.8 kJ/m2 ISO 179-1eU at 23 °C"" and ""Charpy full 12 kJ/m2 ISO 179-1eA at 23 °C"". The row follows the eA suffix against the word ""full""; 12 kJ/m2 against 1.8 kJ/m2 is the unnotched/notched pair for a filled PLA, so the reading taken is the physically wrong one. The sheet also prints ""at 23 °C"" and Test temperature reads ""Not published"".",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b20,V009229,R-FIBERLOGY-FIBERLOGY-PP-TDS,Vicat softening temperature,disagrees: standard,"Value 110 °C is right, but Standards, Standard / load and everything that tells this row from its twin are gone. The sheet prints two Vicat rows: ""Vicat Softening Temperature ISO 306 A 120 °C 110"" and ""Vicat Softening Temperature ISO 306 B 120 °C 49"". Both read ""Not published"" for the standard in this record, and nothing in it says this is the A/120 value rather than the B/120 one - 110 °C and 49 °C differ by nothing else. ISO 306 is in the repo vocabulary.",claude-second-read,corrected: the row now records ISO 306
b22,V009318,D-RAISE3D-Raise3D-Premium-ABS-TDS-V7-2,HDT,disagrees: condition,"Value 98 °C and ISO 75 are right, but the load is gone. The sheet prints two HDT rows: ""Heat distortion temperature (°C) ISO 75 0.45MPa 98"" and ""Heat distortion temperature (°C) ISO 75 1.8MPa 100"". The row holds Standard / load ""ISO 75"" and Test load MPa ""Not published"", so nothing in it says which of the two this is - and on this sheet the two values are 2 °C apart, so the number will not settle it either. (Specimen type is ""Not published (do not assume printed)"" although the table's note reads ""Tested with 3D printed specimen of 100% infill."")",claude-second-read,corrected by m132-conditions-the-row-states
b22,V009315,D-RAISE3D-Raise3D-Premium-ABS-TDS-V7-2,Glass transition temperature,disagrees: standard,"Value 101 °C is right, but Standards and Standard / load read ""Not published"". The sheet names the method in its Testing Method column on that line: ""Glass transition temperature (°C) DSC, 10 °C/min 101"". DSC is a value of the repo vocabulary and 129 glass-transition rows carry it.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b22,V009314,D-RAISE3D-Raise3D-Industrial-PPS-CF-TDS-V1-1,Water absorption,disagrees: condition,"Value 0.23 % is right, but the whole of what the sheet says about how it was measured is gone. Its Testing Method cell is the condition: ""Water absorption (%) 70% RH, 30 days 0.23"". Standards ""Not published"" is right - no standard is named - but Standard / load also reads ""Not published"", so the record does not say this is a 30-day, 70 % RH conditioning figure. A 30-day conditioning number and a 24-hour immersion number are different measurements, and the repo mixes both under this property.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b22,V009317,D-RAISE3D-Raise3D-Premium-ABS-TDS-V7-2,Decomposition temperature,disagrees: number,"The sheet publishes a bound and the row records a point. It prints ""Decomposition temperature (°C) TGA, 20 °C/min > 380""; the row holds Operator ""="" with Raw value ""380"" and Normalized ""380 °C"". Under the repo's own rule a bound uses Operator "">"" and never becomes a point. Two rows of this same document did keep their bound where it was printed, and the sibling Raise3D sheets do too, so this is the greater-than sign being lost on this line. Standard / load is also ""Not published"" where the sheet prints ""TGA, 20 °C/min"", and Specimen type is ""Not published (do not assume printed)"" although the table's own note reads ""1. Tested with 3D printed specimen of 100% infill.""",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b22,V009326,D-RAISE3D-Raise3D-Hyper-Speed-PET-CF-TDS-V1-0,Water absorption,disagrees: condition,"Value 0.53 % is right, but the whole of what the sheet says about how it was measured is gone. Its Testing Method cell is the condition: ""Water absorption (%) 70% RH, 30 days 0.53"". Standards ""Not published"" is right - no standard is named - but Standard / load also reads ""Not published"", so the record does not say this is a 30-day, 70 % RH conditioning figure. A 30-day conditioning number and a 24-hour immersion number are different measurements, and the repo mixes both under this property.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b22,V009333,D-RAISE3D-Raise3D-Hyper-Speed-PETG-CF-TDS-V1-0,Water absorption,disagrees: condition,"Value 0.55 % is right, but the whole of what the sheet says about how it was measured is gone. Its Testing Method cell is the condition: ""Water absorption (%) 70% RH, 30 days 0.55"". Standards ""Not published"" is right - no standard is named - but Standard / load also reads ""Not published"", so the record does not say this is a 30-day, 70 % RH conditioning figure. A 30-day conditioning number and a 24-hour immersion number are different measurements, and the repo mixes both under this property.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b22,V009341,R-3DJAKE-PLA-TDS,Elongation at break,disagrees: value not on the sheet,"The row is recorded as property ""Elongation at break"" and the 3,3 % it holds is the flexural one. The sheet prints both: ""Strain at break (Tensile) [%] 50 mm/min 4,2"" and ""Strain at break (Flexural) [%] 2 mm/min 3,3"". The tensile figure is already in the table as V009338 (4,2 %), so grade G001-153 now carries two ""Elongation at break"" records, one of which is a flexural strain. The repo has a separate property for it, ""Flexural elongation at break"" (V007630, V007631).",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b24,V009431,R-STRATASYS-mds-fdm-pc-0426a,HDT,disagrees: standard,"Value 140.7 °C and the 264 psi / 1.8 MPa load are right, but Standards reads ""Not published"" and the sheet names the method in its Test Method column on that row: ""HDT @ 264 psi ASTM D648 Method B 140.7 °C (XY) 141.1 °C (XZ)"". ASTM D648 is in the repo vocabulary and many HDT rows carry it; Standard / load holds only ""264 psi"".",claude-second-read,corrected: the row now records ASTM D648
b24,V009349,R-QIDI-PA12-CF,Water absorption,disagrees: standard,"Value 2.46 % is right, but Standards reads ""Not published"" and the sheet names the standard on that line: ""饱和吸湿率 Water absorption ISO 62: Method 1 2.46%"". ISO 62 is in the repo vocabulary, and the same reader took it from the identical wording on another sheet (V008142, Locator ""Water absorption ISO 62: Method 1"", Standards ISO 62). Standard / load here holds only the fragment ""1"".",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b24,V009401,R-STRATASYS-mds-fdm-hips-0823a,Elongation at yield,disagrees: condition,"Value 1.6 % and ASTM D638 are right, but Direction reads ""Unstated"" and the sheet prints it as the column heading: ""Table 3. HIPS Mechanical Properties (Fortus 450mc - T16 Tip) | XZ Orientation | ZX Orientation"", with ""Elongation @ Yield % 1.6 (0.030) 1.5 (0.030)"". 1.6 % is the XZ value. Stratasys lays every one of these tables out the same way and the same batch recorded the orientation on the others (V009396 XZ, V009437 XZ, V009376 XZ, V009368 ZX).",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
